Username,Content,Post Time,Shares,Comments,Likes
电动厂花,"#华为智界S7截胡小米SU7##小米su7#
抢七大战华为是真有办法。
这个做法其实在智己L6上的时候，也有网友给出过类似的主意，就看要不要继续正面刚了。",4-23 转赞人数超过70,11,23,72
王化,"“今年打算交付多少辆车？”
“城市NOA什么时候开放？”
“第一期OTA计划什么时候上线？”
还有哪些你关心的问题？
北京车展发布会上，展开聊聊。
#小米SU7##2024北京车展#",4-23 转赞人数超过100,10,30,138
主持人王洋有话说,周鸿祎称卖迈巴赫换国产新能源，只有他接住了小米这泼天的流量 #周鸿祎##小米su7# 主持人王洋有话说的微博视频,4-23 转赞人数超过80,8,17,90
谢宗桓,"宁波一辆#小米SU7#撞翻公交车站，这辆车的右侧撞的最严重，车内气囊弹出，右侧前门撞烂，右后门彻底变形，后挡风玻璃碎了。
撞成这样，电池没有起火冒烟，abc柱都没弯。本次宁波的 #车祸#被称为“宁波首撞”，引发多人围观，#小米#汽车发售多天热度依旧。",4-22 22:09,转发,4,9
科技Yttrium,"#弱智吧占领知乎#
早上起来发现有人邀请我回答问题，我仔细想了想，提问人的思路不对。
如果没买#小米su7# ，不应该按一台算钱，应该按7万台算。
雷总相当于赚了70000*6800=476000000元。
应该退给提问者476000000-800=475999200元。
小米汽车",4-22 22:02,3,5,18
大斌说数码,"#2024北京车展#
雷军近日就#小米su7# 产能和交付速度就行回应，称标准版和Max版本已经提前交付，详细的会在本次的北京车展进行介绍，也建议着急的客户，可以选择#智界S7# 、#蔚来et5# 、#小鹏p7# 系列等国内新能源汽车，就雷总这格局，可以说在汽车界无人能及，为雷总的格局点赞！
对此大家有什 ...全文",4-22 21:45,转发,评论,1
邱锴俊,昨夜雨骤风狂，小米智驾慌不慌#小米汽车##小米su7##智驾# 邱锴俊的微博视频,4-22 21:38,1,1,6
飞机先生_,"雷总用到了我们上次城区 NOA 讲解视频的两句话，可以说今年北京车展小米 NOA 开城应该很有期待了

#新能源汽车##小米汽车##小米su7#",4-22 20:26,转发,1,5
新智KK,"#2024北京车展#北京车展详细看展攻略来了，主要分四个展区，W1、2、3、4居左，E1、2、3、4在居右，从25号开始，@新智KK 会带来现场报道。

每个展厅都有看点，小米汽车在W2、比亚迪在W1、小鹏大众宝马在W4、豪车在E1、华为蔚来在E2、长城奥迪在E3、保时捷奔驰理想周鸿祎的哪吒在E4。

...全文",4-23 转赞人数超过40,3,40,51
波波玩个车,"车企老板带头卷，这次是长安朱华荣总拍对比试驾视频火了。
☑️在我看来，阿维塔12在设计高级感、智驾体验、座舱空间层面都能秒SU7的。
☑️智能座舱体验双方有来有回打平。
☑️动力、底盘驾控SU7占优。

还有一个隐性对比项，那就是质量，这方面，一般是传统大厂的优势领域。

这两台车你们会怎么选 ...全文",4-22 20:17,13,53,116
畅游胜境,#雷军称着急购车可考虑智界S7#雷总的意思也就是说：我高端我抢手，您要是急着购车，求其次，选别的也行。属于潜移默化地影响用户心智 #小米# #小米su7# 畅游胜境的微博视频,4-23 转赞人数超过100,2,55,126
电动厂花,"#华为智界S7截胡小米SU7##小米su7#
抢七大战华为是真有办法。
这个做法其实在智己L6上的时候，也有网友给出过类似的主意，就看要不要继续正面刚了。",4-23 转赞人数超过70,11,23,72
王化,"“今年打算交付多少辆车？”
“城市NOA什么时候开放？”
“第一期OTA计划什么时候上线？”
还有哪些你关心的问题？
北京车展发布会上，展开聊聊。
#小米SU7##2024北京车展#",4-23 转赞人数超过100,10,30,138
谢宗桓,"宁波一辆#小米SU7#撞翻公交车站，这辆车的右侧撞的最严重，车内气囊弹出，右侧前门撞烂，右后门彻底变形，后挡风玻璃碎了。
撞成这样，电池没有起火冒烟，abc柱都没弯。本次宁波的 #车祸#被称为“宁波首撞”，引发多人围观，#小米#汽车发售多天热度依旧。",4-22 22:09,转发,4,9
科技Yttrium,"#弱智吧占领知乎#
早上起来发现有人邀请我回答问题，我仔细想了想，提问人的思路不对。
如果没买#小米su7# ，不应该按一台算钱，应该按7万台算。
雷总相当于赚了70000*6800=476000000元。
应该退给提问者476000000-800=475999200元。
小米汽车",4-22 22:02,3,5,18
大斌说数码,"#2024北京车展#
雷军近日就#小米su7# 产能和交付速度就行回应，称标准版和Max版本已经提前交付，详细的会在本次的北京车展进行介绍，也建议着急的客户，可以选择#智界S7# 、#蔚来et5# 、#小鹏p7# 系列等国内新能源汽车，就雷总这格局，可以说在汽车界无人能及，为雷总的格局点赞！
对此大家有什 ...全文",4-22 21:45,转发,评论,1
邱锴俊,昨夜雨骤风狂，小米智驾慌不慌#小米汽车##小米su7##智驾# 邱锴俊的微博视频,4-22 21:38,1,1,6
飞机先生_,"雷总用到了我们上次城区 NOA 讲解视频的两句话，可以说今年北京车展小米 NOA 开城应该很有期待了

#新能源汽车##小米汽车##小米su7#",4-22 20:26,转发,1,5
新智KK,"#2024北京车展#北京车展详细看展攻略来了，主要分四个展区，W1、2、3、4居左，E1、2、3、4在居右，从25号开始，@新智KK 会带来现场报道。

每个展厅都有看点，小米汽车在W2、比亚迪在W1、小鹏大众宝马在W4、豪车在E1、华为蔚来在E2、长城奥迪在E3、保时捷奔驰理想周鸿祎的哪吒在E4。

...全文",4-23 转赞人数超过40,3,40,51
波波玩个车,"车企老板带头卷，这次是长安朱华荣总拍对比试驾视频火了。
☑️在我看来，阿维塔12在设计高级感、智驾体验、座舱空间层面都能秒SU7的。
☑️智能座舱体验双方有来有回打平。
☑️动力、底盘驾控SU7占优。

还有一个隐性对比项，那就是质量，这方面，一般是传统大厂的优势领域。

这两台车你们会怎么选 ...全文",4-22 20:17,13,53,116
畅游胜境,#雷军称着急购车可考虑智界S7#雷总的意思也就是说：我高端我抢手，您要是急着购车，求其次，选别的也行。属于潜移默化地影响用户心智 #小米# #小米su7# 畅游胜境的微博视频,4-23 转赞人数超过100,2,55,126
电动厂花,"#华为智界S7截胡小米SU7##小米su7#
抢七大战华为是真有办法。
这个做法其实在智己L6上的时候，也有网友给出过类似的主意，就看要不要继续正面刚了。",4-23 转赞人数超过70,11,23,72
王化,"“今年打算交付多少辆车？”
“城市NOA什么时候开放？”
“第一期OTA计划什么时候上线？”
还有哪些你关心的问题？
北京车展发布会上，展开聊聊。
#小米SU7##2024北京车展#",4-23 转赞人数超过100,10,30,138
谢宗桓,"宁波一辆#小米SU7#撞翻公交车站，这辆车的右侧撞的最严重，车内气囊弹出，右侧前门撞烂，右后门彻底变形，后挡风玻璃碎了。
撞成这样，电池没有起火冒烟，abc柱都没弯。本次宁波的 #车祸#被称为“宁波首撞”，引发多人围观，#小米#汽车发售多天热度依旧。",4-22 22:09,转发,4,9
科技Yttrium,"#弱智吧占领知乎#
早上起来发现有人邀请我回答问题，我仔细想了想，提问人的思路不对。
如果没买#小米su7# ，不应该按一台算钱，应该按7万台算。
雷总相当于赚了70000*6800=476000000元。
应该退给提问者476000000-800=475999200元。
小米汽车",4-22 22:02,3,5,18
大斌说数码,"#2024北京车展#
雷军近日就#小米su7# 产能和交付速度就行回应，称标准版和Max版本已经提前交付，详细的会在本次的北京车展进行介绍，也建议着急的客户，可以选择#智界S7# 、#蔚来et5# 、#小鹏p7# 系列等国内新能源汽车，就雷总这格局，可以说在汽车界无人能及，为雷总的格局点赞！
对此大家有什 ...全文",4-22 21:45,转发,评论,1
邱锴俊,昨夜雨骤风狂，小米智驾慌不慌#小米汽车##小米su7##智驾# 邱锴俊的微博视频,4-22 21:38,1,1,6
飞机先生_,"雷总用到了我们上次城区 NOA 讲解视频的两句话，可以说今年北京车展小米 NOA 开城应该很有期待了

#新能源汽车##小米汽车##小米su7#",4-22 20:26,转发,1,5
新智KK,"#2024北京车展#北京车展详细看展攻略来了，主要分四个展区，W1、2、3、4居左，E1、2、3、4在居右，从25号开始，@新智KK 会带来现场报道。

每个展厅都有看点，小米汽车在W2、比亚迪在W1、小鹏大众宝马在W4、豪车在E1、华为蔚来在E2、长城奥迪在E3、保时捷奔驰理想周鸿祎的哪吒在E4。

...全文",4-23 转赞人数超过40,3,40,51
波波玩个车,"车企老板带头卷，这次是长安朱华荣总拍对比试驾视频火了。
☑️在我看来，阿维塔12在设计高级感、智驾体验、座舱空间层面都能秒SU7的。
☑️智能座舱体验双方有来有回打平。
☑️动力、底盘驾控SU7占优。

还有一个隐性对比项，那就是质量，这方面，一般是传统大厂的优势领域。

这两台车你们会怎么选 ...全文",4-22 20:17,13,53,116
畅游胜境,#雷军称着急购车可考虑智界S7#雷总的意思也就是说：我高端我抢手，您要是急着购车，求其次，选别的也行。属于潜移默化地影响用户心智 #小米# #小米su7# 畅游胜境的微博视频,4-23 转赞人数超过100,2,55,126
电动厂花,"#华为智界S7截胡小米SU7##小米su7#
抢七大战华为是真有办法。
这个做法其实在智己L6上的时候，也有网友给出过类似的主意，就看要不要继续正面刚了。",4-23 转赞人数超过70,11,23,72
王化,"“今年打算交付多少辆车？”
“城市NOA什么时候开放？”
“第一期OTA计划什么时候上线？”
还有哪些你关心的问题？
北京车展发布会上，展开聊聊。
#小米SU7##2024北京车展#",4-23 转赞人数超过100,10,30,138
趋势大盗,"#小米su7#
小米汽车锁单70000台，雷布斯的营销能力还是可以的，小米汽车链条可以炒一炒",4-22 22:12,1,5,6
谢宗桓,"宁波一辆#小米SU7#撞翻公交车站，这辆车的右侧撞的最严重，车内气囊弹出，右侧前门撞烂，右后门彻底变形，后挡风玻璃碎了。
撞成这样，电池没有起火冒烟，abc柱都没弯。本次宁波的 #车祸#被称为“宁波首撞”，引发多人围观，#小米#汽车发售多天热度依旧。",4-22 22:09,转发,4,9
科技Yttrium,"#弱智吧占领知乎#
早上起来发现有人邀请我回答问题，我仔细想了想，提问人的思路不对。
如果没买#小米su7# ，不应该按一台算钱，应该按7万台算。
雷总相当于赚了70000*6800=476000000元。
应该退给提问者476000000-800=475999200元。
小米汽车",4-22 22:02,3,5,18
大斌说数码,"#2024北京车展#
雷军近日就#小米su7# 产能和交付速度就行回应，称标准版和Max版本已经提前交付，详细的会在本次的北京车展进行介绍，也建议着急的客户，可以选择#智界S7# 、#蔚来et5# 、#小鹏p7# 系列等国内新能源汽车，就雷总这格局，可以说在汽车界无人能及，为雷总的格局点赞！
对此大家有什 ...全文",4-22 21:45,转发,评论,1
邱锴俊,昨夜雨骤风狂，小米智驾慌不慌#小米汽车##小米su7##智驾# 邱锴俊的微博视频,4-22 21:38,1,1,6
飞机先生_,"雷总用到了我们上次城区 NOA 讲解视频的两句话，可以说今年北京车展小米 NOA 开城应该很有期待了

#新能源汽车##小米汽车##小米su7#",4-22 20:26,转发,1,5
新智KK,"#2024北京车展#北京车展详细看展攻略来了，主要分四个展区，W1、2、3、4居左，E1、2、3、4在居右，从25号开始，@新智KK 会带来现场报道。

每个展厅都有看点，小米汽车在W2、比亚迪在W1、小鹏大众宝马在W4、豪车在E1、华为蔚来在E2、长城奥迪在E3、保时捷奔驰理想周鸿祎的哪吒在E4。

...全文",4-23 转赞人数超过40,3,40,51
波波玩个车,"车企老板带头卷，这次是长安朱华荣总拍对比试驾视频火了。
☑️在我看来，阿维塔12在设计高级感、智驾体验、座舱空间层面都能秒SU7的。
☑️智能座舱体验双方有来有回打平。
☑️动力、底盘驾控SU7占优。

还有一个隐性对比项，那就是质量，这方面，一般是传统大厂的优势领域。

这两台车你们会怎么选 ...全文",4-22 20:17,13,53,116
畅游胜境,#雷军称着急购车可考虑智界S7#雷总的意思也就是说：我高端我抢手，您要是急着购车，求其次，选别的也行。属于潜移默化地影响用户心智 #小米# #小米su7# 畅游胜境的微博视频,4-23 转赞人数超过100,2,55,126
电动厂花,"#华为智界S7截胡小米SU7##小米su7#
抢七大战华为是真有办法。
这个做法其实在智己L6上的时候，也有网友给出过类似的主意，就看要不要继续正面刚了。",4-23 转赞人数超过70,11,23,72
大斌说数码,"#2024北京车展#
雷军近日就#小米su7# 产能和交付速度就行回应，称标准版和Max版本已经提前交付，详细的会在本次的北京车展进行介绍，也建议着急的客户，可以选择#智界S7# 、#蔚来et5# 、#小鹏p7# 系列等国内新能源汽车，就雷总这格局，可以说在汽车界无人能及，为雷总的格局点赞！
对此大家有什 ...全文",4-22 21:45,转发,评论,1
邱锴俊,昨夜雨骤风狂，小米智驾慌不慌#小米汽车##小米su7##智驾# 邱锴俊的微博视频,4-22 21:38,1,1,6
飞机先生_,"雷总用到了我们上次城区 NOA 讲解视频的两句话，可以说今年北京车展小米 NOA 开城应该很有期待了

#新能源汽车##小米汽车##小米su7#",4-22 20:26,转发,1,5
新智KK,"#2024北京车展#北京车展详细看展攻略来了，主要分四个展区，W1、2、3、4居左，E1、2、3、4在居右，从25号开始，@新智KK 会带来现场报道。

每个展厅都有看点，小米汽车在W2、比亚迪在W1、小鹏大众宝马在W4、豪车在E1、华为蔚来在E2、长城奥迪在E3、保时捷奔驰理想周鸿祎的哪吒在E4。

...全文",4-23 转赞人数超过40,3,40,51
波波玩个车,"车企老板带头卷，这次是长安朱华荣总拍对比试驾视频火了。
☑️在我看来，阿维塔12在设计高级感、智驾体验、座舱空间层面都能秒SU7的。
☑️智能座舱体验双方有来有回打平。
☑️动力、底盘驾控SU7占优。

还有一个隐性对比项，那就是质量，这方面，一般是传统大厂的优势领域。

这两台车你们会怎么选 ...全文",4-22 20:17,13,53,116
畅游胜境,#雷军称着急购车可考虑智界S7#雷总的意思也就是说：我高端我抢手，您要是急着购车，求其次，选别的也行。属于潜移默化地影响用户心智 #小米# #小米su7# 畅游胜境的微博视频,4-23 转赞人数超过100,2,55,126
电动厂花,"#华为智界S7截胡小米SU7##小米su7#
抢七大战华为是真有办法。
这个做法其实在智己L6上的时候，也有网友给出过类似的主意，就看要不要继续正面刚了。",4-23 转赞人数超过70,11,23,72
王化,"“今年打算交付多少辆车？”
“城市NOA什么时候开放？”
“第一期OTA计划什么时候上线？”
还有哪些你关心的问题？
北京车展发布会上，展开聊聊。
#小米SU7##2024北京车展#",4-23 转赞人数超过100,10,30,138
主持人王洋有话说,周鸿祎称卖迈巴赫换国产新能源，只有他接住了小米这泼天的流量 #周鸿祎##小米su7# 主持人王洋有话说的微博视频,4-23 转赞人数超过80,8,17,90
周荣建_,"#小米su7# 小米汽车APP做的确实可以，特别是这个哨兵模式，可以支持全范围的监控

可以说是无死角保护爱车的小能手了#熊本聊车#",4-22 13:46,11,2,6
Brothers兄弟帮,"#小米SU7今年目标交付10万辆#
雷军在小米集团投资者大会表示，目前小米su7锁单7万辆，今年预计目标交付十万辆，产能提升，比最初目标提升3万辆。
ps：也就是说今年产能10万辆#小米su7#",4-22 22:11,转发,评论,赞
谢宗桓,"宁波一辆#小米SU7#撞翻公交车站，这辆车的右侧撞的最严重，车内气囊弹出，右侧前门撞烂，右后门彻底变形，后挡风玻璃碎了。
撞成这样，电池没有起火冒烟，abc柱都没弯。本次宁波的 #车祸#被称为“宁波首撞”，引发多人围观，#小米#汽车发售多天热度依旧。",4-22 22:09,转发,4,9
科技Yttrium,"#弱智吧占领知乎#
早上起来发现有人邀请我回答问题，我仔细想了想，提问人的思路不对。
如果没买#小米su7# ，不应该按一台算钱，应该按7万台算。
雷总相当于赚了70000*6800=476000000元。
应该退给提问者476000000-800=475999200元。
小米汽车",4-22 22:02,3,5,18
大斌说数码,"#2024北京车展#
雷军近日就#小米su7# 产能和交付速度就行回应，称标准版和Max版本已经提前交付，详细的会在本次的北京车展进行介绍，也建议着急的客户，可以选择#智界S7# 、#蔚来et5# 、#小鹏p7# 系列等国内新能源汽车，就雷总这格局，可以说在汽车界无人能及，为雷总的格局点赞！
对此大家有什 ...全文",4-22 21:45,转发,评论,1
邱锴俊,昨夜雨骤风狂，小米智驾慌不慌#小米汽车##小米su7##智驾# 邱锴俊的微博视频,4-22 21:38,1,1,6
飞机先生_,"雷总用到了我们上次城区 NOA 讲解视频的两句话，可以说今年北京车展小米 NOA 开城应该很有期待了

#新能源汽车##小米汽车##小米su7#",4-22 20:26,转发,1,5
新智KK,"#2024北京车展#北京车展详细看展攻略来了，主要分四个展区，W1、2、3、4居左，E1、2、3、4在居右，从25号开始，@新智KK 会带来现场报道。

每个展厅都有看点，小米汽车在W2、比亚迪在W1、小鹏大众宝马在W4、豪车在E1、华为蔚来在E2、长城奥迪在E3、保时捷奔驰理想周鸿祎的哪吒在E4。

...全文",4-23 转赞人数超过40,3,40,51
波波玩个车,"车企老板带头卷，这次是长安朱华荣总拍对比试驾视频火了。
☑️在我看来，阿维塔12在设计高级感、智驾体验、座舱空间层面都能秒SU7的。
☑️智能座舱体验双方有来有回打平。
☑️动力、底盘驾控SU7占优。

还有一个隐性对比项，那就是质量，这方面，一般是传统大厂的优势领域。

这两台车你们会怎么选 ...全文",4-22 20:17,13,53,116
畅游胜境,#雷军称着急购车可考虑智界S7#雷总的意思也就是说：我高端我抢手，您要是急着购车，求其次，选别的也行。属于潜移默化地影响用户心智 #小米# #小米su7# 畅游胜境的微博视频,4-23 转赞人数超过100,2,55,126
电动厂花,"#华为智界S7截胡小米SU7##小米su7#
抢七大战华为是真有办法。
这个做法其实在智己L6上的时候，也有网友给出过类似的主意，就看要不要继续正面刚了。",4-23 转赞人数超过70,11,23,72
股市黄大锤,今日看盘 雷神牛逼！带动上下游#小米su7#,4-22 22:12,转发,评论,1
谢宗桓,"宁波一辆#小米SU7#撞翻公交车站，这辆车的右侧撞的最严重，车内气囊弹出，右侧前门撞烂，右后门彻底变形，后挡风玻璃碎了。
撞成这样，电池没有起火冒烟，abc柱都没弯。本次宁波的 #车祸#被称为“宁波首撞”，引发多人围观，#小米#汽车发售多天热度依旧。",4-22 22:09,转发,4,9
科技Yttrium,"#弱智吧占领知乎#
早上起来发现有人邀请我回答问题，我仔细想了想，提问人的思路不对。
如果没买#小米su7# ，不应该按一台算钱，应该按7万台算。
雷总相当于赚了70000*6800=476000000元。
应该退给提问者476000000-800=475999200元。
小米汽车",4-22 22:02,3,5,18
大斌说数码,"#2024北京车展#
雷军近日就#小米su7# 产能和交付速度就行回应，称标准版和Max版本已经提前交付，详细的会在本次的北京车展进行介绍，也建议着急的客户，可以选择#智界S7# 、#蔚来et5# 、#小鹏p7# 系列等国内新能源汽车，就雷总这格局，可以说在汽车界无人能及，为雷总的格局点赞！
对此大家有什 ...全文",4-22 21:45,转发,评论,1
邱锴俊,昨夜雨骤风狂，小米智驾慌不慌#小米汽车##小米su7##智驾# 邱锴俊的微博视频,4-22 21:38,1,1,6
飞机先生_,"雷总用到了我们上次城区 NOA 讲解视频的两句话，可以说今年北京车展小米 NOA 开城应该很有期待了

#新能源汽车##小米汽车##小米su7#",4-22 20:26,转发,1,5
新智KK,"#2024北京车展#北京车展详细看展攻略来了，主要分四个展区，W1、2、3、4居左，E1、2、3、4在居右，从25号开始，@新智KK 会带来现场报道。

每个展厅都有看点，小米汽车在W2、比亚迪在W1、小鹏大众宝马在W4、豪车在E1、华为蔚来在E2、长城奥迪在E3、保时捷奔驰理想周鸿祎的哪吒在E4。

...全文",4-23 转赞人数超过40,3,40,51
波波玩个车,"车企老板带头卷，这次是长安朱华荣总拍对比试驾视频火了。
☑️在我看来，阿维塔12在设计高级感、智驾体验、座舱空间层面都能秒SU7的。
☑️智能座舱体验双方有来有回打平。
☑️动力、底盘驾控SU7占优。

还有一个隐性对比项，那就是质量，这方面，一般是传统大厂的优势领域。

这两台车你们会怎么选 ...全文",4-22 20:17,13,53,116
畅游胜境,#雷军称着急购车可考虑智界S7#雷总的意思也就是说：我高端我抢手，您要是急着购车，求其次，选别的也行。属于潜移默化地影响用户心智 #小米# #小米su7# 畅游胜境的微博视频,4-23 转赞人数超过100,2,55,126
电动厂花,"#华为智界S7截胡小米SU7##小米su7#
抢七大战华为是真有办法。
这个做法其实在智己L6上的时候，也有网友给出过类似的主意，就看要不要继续正面刚了。",4-23 转赞人数超过70,11,23,72
Brothers兄弟帮,"#小米SU7今年目标交付10万辆#
雷军在小米集团投资者大会表示，目前小米su7锁单7万辆，今年预计目标交付十万辆，产能提升，比最初目标提升3万辆。
ps：也就是说今年产能10万辆#小米su7#",4-22 22:11,转发,评论,赞
谢宗桓,"宁波一辆#小米SU7#撞翻公交车站，这辆车的右侧撞的最严重，车内气囊弹出，右侧前门撞烂，右后门彻底变形，后挡风玻璃碎了。
撞成这样，电池没有起火冒烟，abc柱都没弯。本次宁波的 #车祸#被称为“宁波首撞”，引发多人围观，#小米#汽车发售多天热度依旧。",4-22 22:09,转发,4,9
科技Yttrium,"#弱智吧占领知乎#
早上起来发现有人邀请我回答问题，我仔细想了想，提问人的思路不对。
如果没买#小米su7# ，不应该按一台算钱，应该按7万台算。
雷总相当于赚了70000*6800=476000000元。
应该退给提问者476000000-800=475999200元。
小米汽车",4-22 22:02,3,5,18
大斌说数码,"#2024北京车展#
雷军近日就#小米su7# 产能和交付速度就行回应，称标准版和Max版本已经提前交付，详细的会在本次的北京车展进行介绍，也建议着急的客户，可以选择#智界S7# 、#蔚来et5# 、#小鹏p7# 系列等国内新能源汽车，就雷总这格局，可以说在汽车界无人能及，为雷总的格局点赞！
对此大家有什 ...全文",4-22 21:45,转发,评论,1
邱锴俊,昨夜雨骤风狂，小米智驾慌不慌#小米汽车##小米su7##智驾# 邱锴俊的微博视频,4-22 21:38,1,1,6
飞机先生_,"雷总用到了我们上次城区 NOA 讲解视频的两句话，可以说今年北京车展小米 NOA 开城应该很有期待了

#新能源汽车##小米汽车##小米su7#",4-22 20:26,转发,1,5
新智KK,"#2024北京车展#北京车展详细看展攻略来了，主要分四个展区，W1、2、3、4居左，E1、2、3、4在居右，从25号开始，@新智KK 会带来现场报道。

每个展厅都有看点，小米汽车在W2、比亚迪在W1、小鹏大众宝马在W4、豪车在E1、华为蔚来在E2、长城奥迪在E3、保时捷奔驰理想周鸿祎的哪吒在E4。

...全文",4-23 转赞人数超过40,3,40,51
波波玩个车,"车企老板带头卷，这次是长安朱华荣总拍对比试驾视频火了。
☑️在我看来，阿维塔12在设计高级感、智驾体验、座舱空间层面都能秒SU7的。
☑️智能座舱体验双方有来有回打平。
☑️动力、底盘驾控SU7占优。

还有一个隐性对比项，那就是质量，这方面，一般是传统大厂的优势领域。

这两台车你们会怎么选 ...全文",4-22 20:17,13,53,116
畅游胜境,#雷军称着急购车可考虑智界S7#雷总的意思也就是说：我高端我抢手，您要是急着购车，求其次，选别的也行。属于潜移默化地影响用户心智 #小米# #小米su7# 畅游胜境的微博视频,4-23 转赞人数超过100,2,55,126
电动厂花,"#华为智界S7截胡小米SU7##小米su7#
抢七大战华为是真有办法。
这个做法其实在智己L6上的时候，也有网友给出过类似的主意，就看要不要继续正面刚了。",4-23 转赞人数超过70,11,23,72
谢宗桓,"宁波一辆#小米SU7#撞翻公交车站，这辆车的右侧撞的最严重，车内气囊弹出，右侧前门撞烂，右后门彻底变形，后挡风玻璃碎了。
撞成这样，电池没有起火冒烟，abc柱都没弯。本次宁波的 #车祸#被称为“宁波首撞”，引发多人围观，#小米#汽车发售多天热度依旧。",4-22 22:09,转发,4,9
科技Yttrium,"#弱智吧占领知乎#
早上起来发现有人邀请我回答问题，我仔细想了想，提问人的思路不对。
如果没买#小米su7# ，不应该按一台算钱，应该按7万台算。
雷总相当于赚了70000*6800=476000000元。
应该退给提问者476000000-800=475999200元。
小米汽车",4-22 22:02,3,5,18
大斌说数码,"#2024北京车展#
雷军近日就#小米su7# 产能和交付速度就行回应，称标准版和Max版本已经提前交付，详细的会在本次的北京车展进行介绍，也建议着急的客户，可以选择#智界S7# 、#蔚来et5# 、#小鹏p7# 系列等国内新能源汽车，就雷总这格局，可以说在汽车界无人能及，为雷总的格局点赞！
对此大家有什 ...全文",4-22 21:45,转发,评论,1
邱锴俊,昨夜雨骤风狂，小米智驾慌不慌#小米汽车##小米su7##智驾# 邱锴俊的微博视频,4-22 21:38,1,1,6
飞机先生_,"雷总用到了我们上次城区 NOA 讲解视频的两句话，可以说今年北京车展小米 NOA 开城应该很有期待了

#新能源汽车##小米汽车##小米su7#",4-22 20:26,转发,1,5
新智KK,"#2024北京车展#北京车展详细看展攻略来了，主要分四个展区，W1、2、3、4居左，E1、2、3、4在居右，从25号开始，@新智KK 会带来现场报道。

每个展厅都有看点，小米汽车在W2、比亚迪在W1、小鹏大众宝马在W4、豪车在E1、华为蔚来在E2、长城奥迪在E3、保时捷奔驰理想周鸿祎的哪吒在E4。

...全文",4-23 转赞人数超过40,3,40,51
波波玩个车,"车企老板带头卷，这次是长安朱华荣总拍对比试驾视频火了。
☑️在我看来，阿维塔12在设计高级感、智驾体验、座舱空间层面都能秒SU7的。
☑️智能座舱体验双方有来有回打平。
☑️动力、底盘驾控SU7占优。

还有一个隐性对比项，那就是质量，这方面，一般是传统大厂的优势领域。

这两台车你们会怎么选 ...全文",4-22 20:17,13,53,116
畅游胜境,#雷军称着急购车可考虑智界S7#雷总的意思也就是说：我高端我抢手，您要是急着购车，求其次，选别的也行。属于潜移默化地影响用户心智 #小米# #小米su7# 畅游胜境的微博视频,4-23 转赞人数超过100,2,55,126
电动厂花,"#华为智界S7截胡小米SU7##小米su7#
抢七大战华为是真有办法。
这个做法其实在智己L6上的时候，也有网友给出过类似的主意，就看要不要继续正面刚了。",4-23 转赞人数超过70,11,23,72
王化,"“今年打算交付多少辆车？”
“城市NOA什么时候开放？”
“第一期OTA计划什么时候上线？”
还有哪些你关心的问题？
北京车展发布会上，展开聊聊。
#小米SU7##2024北京车展#",4-23 转赞人数超过100,10,30,138
科技Yttrium,"#弱智吧占领知乎#
早上起来发现有人邀请我回答问题，我仔细想了想，提问人的思路不对。
如果没买#小米su7# ，不应该按一台算钱，应该按7万台算。
雷总相当于赚了70000*6800=476000000元。
应该退给提问者476000000-800=475999200元。
小米汽车",4-22 22:02,3,5,18
大斌说数码,"#2024北京车展#
雷军近日就#小米su7# 产能和交付速度就行回应，称标准版和Max版本已经提前交付，详细的会在本次的北京车展进行介绍，也建议着急的客户，可以选择#智界S7# 、#蔚来et5# 、#小鹏p7# 系列等国内新能源汽车，就雷总这格局，可以说在汽车界无人能及，为雷总的格局点赞！
对此大家有什 ...全文",4-22 21:45,转发,评论,1
邱锴俊,昨夜雨骤风狂，小米智驾慌不慌#小米汽车##小米su7##智驾# 邱锴俊的微博视频,4-22 21:38,1,1,6
飞机先生_,"雷总用到了我们上次城区 NOA 讲解视频的两句话，可以说今年北京车展小米 NOA 开城应该很有期待了

#新能源汽车##小米汽车##小米su7#",4-22 20:26,转发,1,5
新智KK,"#2024北京车展#北京车展详细看展攻略来了，主要分四个展区，W1、2、3、4居左，E1、2、3、4在居右，从25号开始，@新智KK 会带来现场报道。

每个展厅都有看点，小米汽车在W2、比亚迪在W1、小鹏大众宝马在W4、豪车在E1、华为蔚来在E2、长城奥迪在E3、保时捷奔驰理想周鸿祎的哪吒在E4。

...全文",4-23 转赞人数超过40,3,40,51
波波玩个车,"车企老板带头卷，这次是长安朱华荣总拍对比试驾视频火了。
☑️在我看来，阿维塔12在设计高级感、智驾体验、座舱空间层面都能秒SU7的。
☑️智能座舱体验双方有来有回打平。
☑️动力、底盘驾控SU7占优。

还有一个隐性对比项，那就是质量，这方面，一般是传统大厂的优势领域。

这两台车你们会怎么选 ...全文",4-22 20:17,13,53,116
畅游胜境,#雷军称着急购车可考虑智界S7#雷总的意思也就是说：我高端我抢手，您要是急着购车，求其次，选别的也行。属于潜移默化地影响用户心智 #小米# #小米su7# 畅游胜境的微博视频,4-23 转赞人数超过100,2,55,126
电动厂花,"#华为智界S7截胡小米SU7##小米su7#
抢七大战华为是真有办法。
这个做法其实在智己L6上的时候，也有网友给出过类似的主意，就看要不要继续正面刚了。",4-23 转赞人数超过70,11,23,72
